StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
Florida,Miramar,7.8,7.6,7.9
Kansas,Wichita,10.2,9.7,10.8
Michigan,Farmington Hills,8.8,8.5,9.2
Nebraska,Omaha,7.4,7.1,7.8
California,Bakersfield,9.1,8.6,9.7
South Carolin,Rock Hill,9.7,9.6,9.9
California,Los Angeles,8.1,7.4,8.9
Louisiana,Baton Rouge,7.4,7.0,7.8
California,San Diego,7.4,7.0,7.9
Texas,College Station,9.9,9.2,10.7
Pennsylvania,Philadelphia,15.7,14.4,17.1
Virginia,Roanoke,10.9,10.2,11.7
Arizona,Phoenix,10.7,10.0,11.6
Tennessee,Memphis,14.4,13.1,15.9
Pennsylvania,Philadelphia,15.0,14.0,16.1
Illinois,Chicago,14.6,13.4,16.0
Texas,El Paso,8.8,8.2,9.6
North Carolin,Charlotte,10.0,9.2,11.0
Oregon,Portland,9.5,9.5,9.6
Hawaii,Honolulu,9.6,9.1,10.1
Illinois,Peoria,7.7,7.3,8.3
California,Visalia,9.5,9.0,10.2
California,Los Angeles,10.0,9.3,10.7
Alabama,Huntsville,8.2,7.9,8.6
Washington,Auburn,11.4,10.7,12.2
Illinois,Rockford,11.0,10.3,11.7
California,Vallejo,9.8,9.3,10.3
Arizona,Phoenix,10.5,9.8,11.2
Indiana,Evansville,9.3,8.8,9.9
Arizona,Chandler,9.4,8.8,10.1
Nevada,Las Vegas,10.3,9.5,11.1
Tennessee,Knoxville,11.4,10.7,12.3
New York,New York,12.1,11.2,13.0
New York,Buffalo,12.6,12.5,12.7
Florida,St. Petersburg,8.1,7.7,8.6
Ohio,Cincinnati,9.9,9.3,10.6
Connecticut,Danbury,8.7,8.3,9.3
Maine,Portland,11.4,10.7,12.4
New York,New York,8.0,7.5,8.6
Arizona,Yuma,10.5,9.8,11.4
Maryland,Baltimore,13.5,12.7,14.5
Kentucky,Lexington,10.5,9.8,11.2
Florida,Palm Coast,8.2,7.6,8.8
Texas,Dallas,8.0,7.4,8.8
Pennsylvania,Philadelphia,10.2,9.6,11.0
Michigan,Detroit,14.8,13.7,16.2
California,El Cajon,10.3,9.8,11.0
Texas,San Antonio,9.7,8.8,10.7
Hawaii,Honolulu,8.8,8.4,9.4
New Mexico,Rio Rancho,8.9,8.5,9.4
New Mexico,Albuquerque,10.5,10.1,10.9
Texas,Midland,8.2,7.8,8.7
New York,New York,9.4,8.5,10.3
Arizona,Tucson,11.3,10.7,12.0
Arizona,Tempe,10.5,9.6,11.3
Texas,Abilene,10.2,9.6,10.9
Maryland,Baltimore,11.0,10.6,11.5
New Mexico,Santa Fe,8.8,8.4,9.2
Arizona,Tucson,9.6,9.1,10.2
Massachusetts,Newton,9.7,9.2,10.4
California,San Jose,6.4,6.1,6.8
Missouri,Independence,10.3,9.9,10.8
Oklahoma,Broken Arrow,9.1,8.5,9.8
Texas,Sugar Land,7.6,7.1,8.1
Texas,Dallas,9.9,8.8,10.9
Texas,Austin,,,
Washington,Everett,10.2,9.7,10.9
Florida,Boynton Beach,6.7,6.3,7.1
Illinois,Chicago,9.3,8.8,9.9
California,Oakland,10.6,10.2,11.2
Texas,Fort Worth,8.6,8.2,9.1
California,Downey,7.9,7.5,8.4
Virginia,Richmond,12.1,11.1,13.0
Alaska,Anchorage,9.4,9.0,9.9
Texas,Midland,8.4,8.0,8.9
Missouri,Kansas City,10.0,9.7,10.3
California,Daly City,6.3,6.0,6.7
Illinois,Chicago,15.3,14.0,16.9
Michigan,Livonia,9.7,9.6,9.8
Texas,Carrollton,8.6,8.1,9.2
California,Napa,8.9,8.3,9.6
New York,New York,9.4,9.2,9.7
District of C,Washington,8.2,7.8,8.7
Louisiana,Shreveport,12.4,11.3,13.8
Illinois,Chicago,13.6,12.5,15.1
Oregon,Medford,10.9,10.2,11.8
Texas,Brownsville,7.9,7.2,8.7
Nevada,Las Vegas,10.2,9.5,11.0
Michigan,Detroit,14.9,13.7,16.2
California,Richmond,,,
Illinois,Chicago,8.6,8.2,9.1
Florida,Miami,5.6,5.4,6.0
New York,New York,11.4,10.7,12.2
Illinois,Chicago,9.5,9.1,10.2
Texas,Lewisville,8.7,8.1,9.4
Texas,Austin,,,
Minnesota,Minneapolis,7.8,7.3,8.3
Missouri,Columbia,9.5,8.9,10.4
New York,New York,12.3,11.5,13.4
Virginia,Alexandria,9.1,8.5,9.8
District of C,Washington,7.7,7.4,8.3
New York,New York,10.0,9.2,10.7
Arizona,Phoenix,11.2,10.3,12.2
Ohio,Cincinnati,10.7,10.3,11.3
California,Fresno,9.6,8.9,10.3
Missouri,Kansas City,12.2,11.7,12.9
Texas,Houston,7.2,6.8,7.8
Alabama,Mobile,9.2,8.7,9.9
Texas,Plano,7.2,6.8,7.7
Florida,Jacksonville,8.6,8.1,9.3
Oklahoma,Tulsa,13.6,12.6,14.6
Oklahoma,Lawton,13.1,12.4,13.8
Florida,Miami,7.6,7.1,8.1
New York,New York,11.7,11.0,12.6
Utah,Provo,11.1,9.8,12.3
Florida,Miami,7.6,6.9,8.3
Virginia,Richmond,11.6,10.7,12.7
Texas,Richardson,8.1,7.7,8.7
New York,New York,13.6,12.3,15.1
New York,Mount Vernon,10.1,9.6,10.7
New York,New York,9.4,8.9,10.1
Oregon,Eugene,10.0,9.3,10.7
North Carolin,Durham,10.8,10.2,11.6
Virginia,Richmond,8.0,7.5,8.8
Montana,Missoula,9.0,8.5,9.7
Washington,Spokane,10.8,10.1,11.6
California,Santa Rosa,8.2,7.8,8.9
California,Carlsbad,,,
Georgia,Johns Creek,7.3,6.9,7.7
Hawaii,Honolulu,8.7,8.3,9.2
California,San Jose,8.0,7.6,8.4
Texas,Missouri City,9.0,8.5,9.5
New Jersey,Jersey City,8.0,7.5,8.6
California,Santa Ana,9.1,8.5,9.8
New York,New York,12.3,11.5,13.2
Oklahoma,Edmond,9.1,8.5,9.8
North Carolin,Charlotte,9.0,8.5,9.6
Texas,Plano,8.2,7.8,8.7
Colorado,Colorado Springs,9.2,8.8,9.8
Arizona,Gilbert,9.1,8.6,9.7
Arizona,Phoenix,10.0,9.3,10.9
Texas,Lubbock,7.9,7.5,8.5
Wisconsin,Milwaukee,9.2,8.7,9.7
Kansas,Olathe,8.8,8.3,9.4
California,Long Beach,7.7,7.4,8.1
Arizona,Yuma,10.7,10.0,11.5
Wisconsin,Appleton,8.8,8.2,9.4
Nebraska,Lincoln,8.7,8.2,9.7
New York,New York,9.3,8.8,9.8
Florida,Jacksonville,8.0,7.5,8.7
California,Los Angeles,8.2,7.8,8.7
California,Newport Beach,7.8,7.7,7.9
New York,New York,9.6,8.9,10.2
California,Fremont,6.9,6.5,7.3
Nebraska,Lincoln,7.6,7.1,8.3
California,Lancaster,8.8,8.4,9.2
California,Modesto,9.2,8.6,9.8
Michigan,Grand Rapids,11.0,10.9,11.1
Florida,Pembroke Pines,6.8,6.5,7.1
Arkansas,Springdale,9.7,9.1,10.5
New Jersey,Union City,8.6,7.7,9.4
Ohio,Akron,11.8,11.1,12.4
Colorado,Centennial,7.6,7.2,8.1
Nevada,Reno,10.3,9.7,11.0
Pennsylvania,Pittsburgh,10.4,9.9,11.0
Mississippi,Gulfport,7.8,7.3,8.3
California,Los Angeles,13.3,12.2,14.5
New York,New York,11.8,11.1,12.5
Pennsylvania,Reading,10.7,9.9,12.0
Hawaii,Honolulu,8.0,7.8,8.3
New York,Schenectady,12.3,12.2,12.5
Michigan,Westland,10.6,9.8,11.4
North Carolin,High Point,9.7,9.1,10.3
California,San Jose,8.7,8.1,9.3
California,Oakland,9.1,8.7,9.7
Colorado,Denver,9.3,8.5,10.3
Maryland,Baltimore,11.7,11.0,12.5
Illinois,Rockford,11.9,11.2,12.6
California,Sacramento,10.9,10.2,11.7
South Dakota,Sioux Falls,7.8,7.3,8.5
Colorado,Thornton,9.1,8.5,9.8
Texas,Bryan,9.4,9.3,9.6
New York,New York,9.8,9.2,10.5
California,Salinas,8.1,7.6,8.7
Texas,Garland,,,
Texas,Dallas,8.8,8.2,9.4
California,Stockton,10.0,9.5,10.6
California,Lancaster,9.3,9.2,9.4
New Hampshire,Nashua,10.4,10.2,10.6
California,Hesperia,10.8,10.1,11.5
California,Fresno,10.8,10.1,11.5
California,San Mateo,7.3,7.0,7.6
New York,New York,9.6,8.9,10.2
Virginia,Virginia Beach,7.5,7.0,8.1
Alabama,Birmingham,8.7,8.1,9.3
Iowa,Des Moines,7.9,7.4,8.6
Wisconsin,Milwaukee,9.3,8.8,9.9
New York,New York,13.2,12.3,14.3
California,Oakland,12.2,11.3,13.1
Texas,El Paso,7.6,7.1,8.4
New York,Rochester,10.7,10.2,11.4
Texas,Fort Worth,10.2,9.2,11.1
Illinois,Palatine,8.4,8.3,8.6
Illinois,Chicago,8.0,7.5,8.7
Massachusetts,Lawrence,10.7,10.1,11.4
North Carolin,Raleigh,9.6,9.0,10.5
Texas,San Antonio,7.5,7.2,7.8
South Carolin,Columbia,11.1,10.2,12.2
Arizona,Phoenix,9.2,8.7,9.9
New York,New York,9.4,9.0,10.0
Illinois,Rockford,9.1,8.7,9.6
Indiana,Indianapolis,11.5,10.9,12.3
Texas,Pasadena,8.9,8.3,9.6
Georgia,Albany,10.0,9.4,10.8
Minnesota,Brooklyn Park,9.0,8.6,9.7
Michigan,Lansing,12.5,11.8,13.3
Illinois,Cicero,8.8,8.1,9.7
Texas,Frisco,7.4,7.0,7.9
California,Sacramento,9.2,8.7,10.0
Missouri,Springfield,8.6,8.1,9.3
New Jersey,Camden,11.6,10.8,12.4
California,Turlock,9.6,9.0,10.4
Minnesota,Duluth,8.9,8.4,9.6
Georgia,Atlanta,8.9,8.6,9.3
Pennsylvania,Philadelphia,12.6,12.0,13.3
Texas,Fort Worth,9.1,8.6,9.8
Arizona,Gilbert,,,
Illinois,Chicago,13.2,12.3,14.4
New York,New York,10.0,9.3,10.8
Michigan,Detroit,11.3,10.4,12.2
Texas,Dallas,10.1,9.1,11.0
Texas,Lubbock,9.1,8.5,9.7
Massachusetts,Somerville,10.1,9.5,10.9
Wisconsin,Milwaukee,11.3,10.5,12.1
Wisconsin,Milwaukee,9.0,8.5,9.8
Arizona,Phoenix,9.1,8.7,9.5
Indiana,Lafayette,11.4,10.5,12.4
Nebraska,Lincoln,7.7,7.2,8.4
New York,New York,9.5,8.9,10.1
California,Lynwood,10.0,9.2,10.9
Colorado,Aurora,8.6,8.2,9.2
Illinois,Chicago,9.2,8.5,9.8
Texas,Denton,8.5,8.0,9.2
California,Los Angeles,10.8,9.8,11.6
New Mexico,Rio Rancho,10.5,9.9,11.2
Texas,Dallas,12.3,11.6,13.0
Texas,Austin,8.9,8.6,9.3
Kansas,Wichita,9.6,9.6,9.7
Texas,Odessa,10.5,9.7,11.2
Colorado,Colorado Springs,9.3,8.8,9.9
Ohio,Akron,9.0,8.5,9.5
California,Los Angeles,8.2,7.7,8.7
Nevada,Las Vegas,8.1,7.7,8.6
New Jersey,Jersey City,5.6,5.4,5.8
New York,New York,12.1,11.3,13.0
New York,Schenectady,13.8,13.1,14.6
Kansas,Wichita,10.7,10.1,11.3
California,Vista,8.6,8.1,9.2
Tennessee,Memphis,12.6,11.6,13.9
Texas,Brownsville,8.4,7.7,9.2
Virginia,Chesapeake,9.5,8.9,10.1
Florida,Miami,7.4,6.7,8.1
Texas,San Antonio,11.5,10.7,12.3
Illinois,Arlington Heights,8.1,7.7,8.8
California,Los Angeles,7.6,7.1,8.3
Florida,Palm Bay,9.0,8.5,9.6
Florida,Miami,6.4,5.8,7.0
California,Mission Viejo,7.9,7.5,8.4
California,Simi Valley,8.3,8.2,8.4
Florida,Clearwater,7.6,7.2,8.1
Florida,Gainesville,7.6,7.0,8.2
Missouri,Kansas City,8.4,7.8,9.1
California,Pleasanton,8.5,8.0,9.1
Massachusetts,New Bedford,11.8,10.9,12.8
Tennessee,Nashville,8.7,8.1,9.4
Nevada,Las Vegas,9.5,9.0,10.0
Oregon,Beaverton,10.1,9.5,10.9
North Carolin,Charlotte,12.7,11.6,14.1
Minnesota,Minneapolis,7.4,7.1,7.7
California,Modesto,9.2,8.8,9.7
Washington,Kennewick,10.6,10.4,10.8
New York,New York,9.0,8.5,9.6
New York,New York,13.1,12.1,14.2
Rhode Island,Cranston,11.7,11.2,12.3
Arizona,Glendale,9.3,8.8,9.9
California,Los Angeles,7.2,6.9,7.5
Massachusetts,Lawrence,11.8,10.8,12.8
Texas,Amarillo,10.9,10.1,11.7
North Carolin,Concord,8.2,7.9,8.7
Washington,Seattle,9.2,8.8,9.7
Connecticut,New Haven,12.1,11.3,13.0
New York,New York,,,
Illinois,Chicago,12.4,11.5,13.5
Iowa,Des Moines,8.3,7.8,8.9
Arizona,Tucson,11.0,10.3,11.9
Arizona,Phoenix,10.9,9.9,11.9
California,Stockton,10.0,9.5,10.6
Texas,Pasadena,8.7,8.0,9.4
Indiana,Indianapolis,10.1,9.4,11.0
California,San Jose,6.6,6.2,7.0
Ohio,Dayton,9.8,9.2,10.6
Minnesota,Minneapolis,7.7,7.3,8.3
Oklahoma,Edmond,11.0,10.4,11.6
Ohio,Toledo,12.8,12.0,13.8
Arizona,Glendale,10.0,9.4,10.8
Colorado,Aurora,9.3,8.7,9.8
Louisiana,Baton Rouge,9.5,8.7,10.5
Florida,Pembroke Pines,8.2,7.8,8.8
North Carolin,Raleigh,8.6,8.1,9.5
New York,New York,10.9,10.1,11.6
Arizona,Glendale,11.1,10.6,11.8
California,San Francisco,7.1,6.8,7.4
Massachusetts,Somerville,10.3,9.6,11.1
Texas,Dallas,7.8,7.3,8.4
Georgia,Atlanta,6.7,6.5,7.1
California,Visalia,9.6,9.0,10.1
Connecticut,Hartford,12.8,11.9,13.7
California,Elk Grove,9.7,9.2,10.1
Nevada,Las Vegas,10.3,9.7,10.9
Hawaii,Honolulu,9.2,8.8,9.6
Kentucky,Louisville,11.9,11.0,13.0
Virginia,Richmond,8.0,7.5,9.0
Washington,Seattle,9.9,9.3,10.5
California,Los Angeles,8.5,7.6,9.3
California,Sacramento,10.1,9.6,10.6
Alabama,Montgomery,8.7,8.3,9.1
California,Perris,10.3,9.5,11.2
Pennsylvania,Pittsburgh,8.7,8.2,9.3
Colorado,Centennial,8.0,7.5,8.7
Connecticut,Hartford,13.4,12.5,14.4
North Carolin,Cary,7.2,7.0,7.5
Texas,Fort Worth,9.5,8.6,10.3
California,San Jose,6.5,6.1,6.9
Florida,Jacksonville,8.1,7.6,8.7
Illinois,Chicago,9.1,8.4,9.9
California,Oakland,9.8,9.7,9.8
California,San Diego,9.1,8.7,9.5
California,Los Angeles,7.8,7.5,8.1
Kansas,Overland Park,8.1,7.6,8.7
North Carolin,Charlotte,8.1,7.7,8.6
Ohio,Toledo,9.6,9.3,10.1
North Carolin,Winston-Salem,11.0,10.3,11.9
California,Fremont,6.9,6.6,7.2
Texas,Midland,8.1,7.7,8.6
Rhode Island,Pawtucket,13.0,12.4,13.8
California,Hawthorne,10.2,9.5,11.0
Texas,Killeen,8.8,8.5,9.3
California,Bakersfield,9.3,8.8,9.9
Florida,Lakeland,11.3,10.5,12.3
Wisconsin,Milwaukee,10.1,9.6,10.6
New Mexico,Albuquerque,11.1,10.2,12.1
Arizona,Tucson,9.1,8.6,9.7
Connecticut,Hartford,13.9,12.8,15.1
California,Hawthorne,9.1,8.5,9.7
California,Mission Viejo,8.1,7.7,8.7
Indiana,Indianapolis,10.5,10.0,11.2
California,Chula Vista,7.7,7.3,8.2
North Carolin,Charlotte,7.1,6.8,7.6
New York,New York,9.8,9.4,10.3
Wisconsin,Green Bay,9.8,9.2,10.7
California,El Cajon,9.7,9.2,10.3
Texas,Baytown,,,
California,Lakewood,8.0,7.6,8.4
Oklahoma,Oklahoma City,12.6,11.8,13.4
California,Los Angeles,9.0,8.5,9.6
Texas,Baytown,8.2,7.7,8.8
New York,New York,10.9,10.0,11.8
California,San Diego,7.9,7.6,8.2
California,Santa Rosa,9.1,8.6,9.7
Texas,Fort Worth,9.8,9.3,10.3
Texas,Houston,9.4,8.9,10.2
Oklahoma,Norman,10.8,10.1,11.6
Texas,Houston,8.6,8.2,9.0
Florida,Clearwater,8.1,7.8,8.6
Michigan,Ann Arbor,11.3,10.2,12.6
Idaho,Boise City,9.4,8.9,10.0
New York,New York,12.0,11.5,12.7
Texas,San Antonio,8.1,7.5,8.8
California,Redwood City,9.2,8.7,9.8
Michigan,Dearborn,9.8,9.3,10.5
Minnesota,St. Paul,7.4,7.1,8.0
Texas,Denton,9.0,8.4,9.7
Nevada,Reno,,,
Texas,Houston,11.8,10.8,12.8
California,San Buenaventura (Ventura),8.6,8.2,9.1
Arizona,Phoenix,11.3,10.7,12.0
North Carolin,Raleigh,7.4,6.9,8.0
Illinois,Chicago,8.6,8.1,9.3
Colorado,Aurora,8.7,8.2,9.4
California,San Marcos,8.5,7.9,9.2
New York,New York,9.5,9.0,10.1
New York,New York,8.6,8.2,9.2
Ohio,Columbus,9.9,9.5,10.5
Texas,Plano,7.8,7.7,7.9
Ohio,Toledo,12.0,11.3,12.9
California,Anaheim,9.1,8.6,9.6
Nevada,Las Vegas,8.6,8.3,8.9
California,Los Angeles,7.3,7.1,7.6
Florida,Jacksonville,7.5,7.1,8.0
Nevada,Las Vegas,10.4,9.9,11.0
Georgia,Columbus,10.5,9.8,11.3
California,Carson,7.2,6.7,7.7
California,Hayward,9.0,8.6,9.4
Tennessee,Memphis,7.8,6.6,10.5
New York,New York,8.7,8.3,9.2
California,Hesperia,10.5,9.8,11.2
Texas,Austin,7.5,7.2,8.0
Texas,Pasadena,7.4,7.0,7.9
Louisiana,Lafayette,11.5,10.7,12.4
Arizona,Phoenix,11.3,10.4,12.2
Florida,Orlando,7.4,6.9,7.9
New Jersey,Camden,10.2,9.7,10.8
Oklahoma,Broken Arrow,9.0,8.4,9.7
California,Richmond,8.3,7.9,8.7
New Mexico,Las Cruces,10.6,10.1,11.2
Texas,McKinney,8.2,7.8,8.6
California,Orange,8.5,8.1,9.1
Michigan,Westland,10.8,10.2,11.4
New York,New York,9.3,8.8,10.0
Louisiana,Shreveport,,,
Massachusetts,Boston,11.3,10.6,12.2
Pennsylvania,Philadelphia,12.3,11.4,13.2
Nevada,North Las Vegas,11.0,10.5,11.6
Nevada,Las Vegas,10.1,9.5,10.7
Tennessee,Memphis,13.9,12.8,15.3
South Carolin,Mount Pleasant,8.1,7.6,8.8
Georgia,Roswell,8.4,7.8,8.9
California,Norwalk,8.5,7.9,9.3
North Carolin,Charlotte,7.2,6.8,7.6
Virginia,Newport News,8.7,8.2,9.3
California,San Diego,9.5,8.9,10.2
Virginia,Virginia Beach,8.9,8.5,9.5
Hawaii,Honolulu,9.5,9.0,9.9
New Jersey,Newark,12.7,11.5,14.1
California,Fresno,8.6,8.2,9.0
Texas,College Station,8.0,7.6,8.5
Georgia,Warner Robins,10.6,10.1,11.2
North Carolin,Raleigh,7.4,6.9,8.0
Nevada,Reno,8.5,8.1,9.1
Ohio,Cincinnati,12.2,11.5,13.0
Wisconsin,Milwaukee,14.1,13.2,15.3
California,Santa Barbara,8.6,7.9,9.3
California,Hayward,8.8,8.5,9.3
Alabama,Montgomery,12.7,11.6,14.0
California,Newport Beach,7.6,7.3,7.9
Texas,San Antonio,8.9,8.5,9.4
Texas,San Angelo,8.0,7.5,8.6
Illinois,Bloomington,9.3,8.6,10.2
Oregon,Portland,8.3,7.9,8.8
California,San Buenaventura (Ventura),9.4,8.5,10.4
California,El Monte,9.1,8.3,9.9
Texas,Irving,7.7,7.4,8.1
California,West Covina,7.3,7.2,7.3
Arizona,Avondale,10.3,9.5,11.0
Illinois,Bolingbrook,9.4,9.0,10.0
California,San Bernardino,11.7,11.0,12.6
California,Irvine,8.5,7.9,9.2
Arkansas,Springdale,9.4,8.6,10.2
Utah,Layton,8.6,8.0,9.3
North Carolin,High Point,8.7,8.3,9.3
Michigan,Detroit,12.3,11.4,13.2
Colorado,Westminster,8.6,8.1,9.3
Florida,Melbourne,8.3,8.2,8.5
Nevada,Las Vegas,7.5,7.0,8.1
California,Redlands,8.5,8.1,9.1
Florida,Lauderhill,10.3,9.5,11.2
Louisiana,New Orleans,10.8,10.0,11.9
New York,New York,12.9,11.9,13.9
Kentucky,Louisville,11.7,11.0,12.5
California,Burbank,8.7,8.2,9.2
Texas,Abilene,10.3,9.8,10.9
Nevada,Henderson,8.1,7.8,8.5
Kentucky,Lexington,12.0,11.5,12.7
Michigan,Detroit,16.6,15.6,17.6
Texas,San Antonio,,,
California,Fremont,6.4,6.1,6.8
Colorado,Colorado Springs,9.6,8.9,10.4
Arizona,Chandler,9.3,9.2,9.3
New York,New York,14.0,13.1,15.1
Texas,El Paso,,,
Ohio,Akron,13.8,13.0,14.6
California,Mountain View,7.6,7.2,8.2
Michigan,Flint,14.4,13.4,15.4
Tennessee,Memphis,12.2,11.3,13.2
California,Carlsbad,7.8,7.4,8.2
New York,New York,10.7,10.2,11.3
Minnesota,Rochester,8.4,7.9,9.1
New York,Yonkers,10.8,10.3,11.4
Hawaii,Honolulu,8.9,8.5,9.4
California,Santa Maria,11.1,10.1,12.0
California,El Monte,9.3,8.4,10.3
California,Los Angeles,7.6,7.4,7.9
Nevada,Reno,8.3,7.8,8.8
Minnesota,St. Paul,8.1,7.6,8.7
Washington,Spokane,11.2,10.7,11.8
New York,New York,11.5,10.8,12.4
Nebraska,Lincoln,8.5,8.0,9.2
New York,Yonkers,12.3,11.3,13.4
Texas,Bryan,8.2,7.8,8.7
Tennessee,Nashville,11.1,10.5,11.7
Texas,Fort Worth,10.9,10.1,11.6
Ohio,Canton,9.8,9.3,10.5
California,Los Angeles,8.2,7.5,8.8
Illinois,Chicago,13.3,12.3,14.5
California,San Marcos,8.3,7.9,8.8
Massachusetts,Boston,7.7,6.9,8.3
Tennessee,Nashville,10.8,10.1,11.6
Michigan,Kalamazoo,14.5,13.5,15.5
Massachusetts,Fall River,12.3,11.4,13.4
California,Orange,7.7,7.3,8.1
New Jersey,Elizabeth,8.9,8.5,9.4
Maryland,Baltimore,13.3,12.4,14.3
Virginia,Roanoke,11.1,10.4,12.0
North Carolin,Durham,8.0,7.6,8.5
New York,New York,9.7,9.1,10.5
Indiana,Indianapolis,11.5,10.9,12.3
Mississippi,Jackson,10.7,9.8,11.8
Texas,San Angelo,9.0,8.5,9.5
Texas,Midland,9.9,9.3,10.6
Utah,St. George,9.3,8.6,10.1
Indiana,Indianapolis,9.9,9.3,10.6
California,Folsom,8.6,8.4,8.7
Missouri,Kansas City,12.0,11.2,13.5
South Carolin,North Charleston,12.1,11.2,13.0
Georgia,Columbus,10.5,9.8,11.3
Wisconsin,Milwaukee,11.3,10.5,12.1
California,Oakland,10.7,10.0,11.4
California,Rialto,9.6,9.0,10.2
Texas,Houston,10.8,10.0,11.8
Virginia,Virginia Beach,8.2,7.8,8.8
New York,New York,11.8,11.1,12.7
Tennessee,Nashville,11.8,11.2,12.5
Massachusetts,Boston,9.1,8.7,9.8
Texas,Dallas,7.8,7.3,8.4
California,Moreno Valley,9.2,8.7,9.8
North Carolin,Greenville,11.1,10.1,12.3
California,Lancaster,10.4,9.8,11.0
California,Lake Forest,8.0,7.6,8.4
California,San Mateo,7.5,7.2,7.8
Kentucky,Lexington,10.4,9.9,11.2
Texas,Austin,,,
New York,Rochester,,,
Oregon,Portland,9.5,9.1,10.0
New York,New York,11.4,10.8,12.0
Texas,Fort Worth,8.8,8.3,9.5
Kentucky,Louisville,14.7,13.9,15.6
Virginia,Virginia Beach,8.8,8.5,9.2
New York,Syracuse,12.7,12.0,13.5
New Mexico,Albuquerque,10.4,9.8,11.1
Florida,Jacksonville,9.3,8.7,10.0
Virginia,Suffolk,9.8,9.2,10.4
New York,New York,11.6,10.9,12.7
Texas,San Antonio,9.7,9.0,10.4
Illinois,Chicago,9.0,8.0,9.9
Pennsylvania,Philadelphia,8.5,8.1,9.1
Oregon,Eugene,9.2,8.7,9.8
Wisconsin,Milwaukee,12.0,11.4,12.7
Missouri,Springfield,10.0,9.3,10.9
Washington,Bellevue,8.0,7.6,8.5
Ohio,Toledo,10.7,10.1,11.5
California,Los Angeles,7.7,7.4,8.2
California,Riverside,8.0,7.6,8.6
Kentucky,Louisville,10.5,9.9,11.3
Oregon,Gresham,9.7,9.1,10.5
New York,New York,12.6,11.7,13.8
Illinois,Chicago,8.9,8.3,9.9
Illinois,Chicago,7.3,7.0,7.6
Colorado,Denver,8.8,8.0,9.6
Tennessee,Knoxville,9.5,9.0,10.0
Texas,San Antonio,,,
New York,New York,11.2,10.6,11.9
Virginia,Portsmouth,9.1,8.7,9.7
North Carolin,Charlotte,7.1,6.8,7.6
Illinois,Chicago,9.1,8.6,9.7
Pennsylvania,Pittsburgh,8.3,8.0,8.8
Virginia,Virginia Beach,8.7,8.3,9.2
Texas,Austin,7.3,7.0,7.5
Pennsylvania,Erie,10.3,9.6,11.0
Louisiana,Shreveport,7.5,7.0,8.0
Massachusetts,Cambridge,9.8,9.2,10.4
New York,New York,9.4,8.8,10.2
Texas,McAllen,7.1,6.6,7.6
Massachusetts,Somerville,9.8,9.1,10.9
Florida,Jacksonville,7.5,7.0,8.1
Florida,Fort Lauderdale,11.6,10.6,12.7
Colorado,Westminster,8.7,8.2,9.3
Texas,Corpus Christi,8.6,8.1,9.2
Texas,Austin,9.8,9.2,10.4
California,Sunnyvale,7.2,6.9,7.6
California,Los Angeles,8.6,7.9,9.4
Texas,Austin,7.4,7.0,7.8
New York,New York,9.0,8.6,9.4
Alabama,Mobile,8.0,7.6,8.6
Wisconsin,Milwaukee,13.4,12.4,14.4
North Carolin,Raleigh,,,
Georgia,Augusta,8.8,8.3,9.2
Hawaii,Honolulu,8.4,8.1,8.8
Florida,Miami,7.1,6.5,7.9
New York,New York,9.3,8.8,9.9
Alaska,Anchorage,8.5,8.1,8.9
California,Stockton,9.4,9.3,9.5
California,Napa,8.6,8.0,9.2
Georgia,Columbus,9.4,8.8,10.1
Missouri,St. Louis,9.8,9.1,10.5
Texas,Arlington,8.4,8.0,9.0
California,Los Angeles,8.6,7.8,9.5
New York,New York,9.3,8.8,9.9
Indiana,Indianapolis,9.4,9.0,10.0
New York,New York,13.6,12.4,14.9
Michigan,Detroit,14.4,13.7,15.2
Texas,Tyler,,,
Georgia,Athens,10.6,9.7,11.9
Tennessee,Murfreesboro,10.5,9.8,11.5
Texas,Austin,7.9,7.5,8.4
North Carolin,Cary,7.1,6.7,7.6
South Dakota,Rapid City,8.3,8.2,8.5
Michigan,Ann Arbor,9.2,8.7,10.1
New Jersey,Jersey City,8.1,7.7,8.6
North Carolin,Jacksonville,8.6,8.1,9.2
Texas,Fort Worth,8.5,8.1,8.9
California,Fairfield,9.4,9.0,9.9
Florida,Miramar,8.0,7.6,8.4
California,Los Angeles,10.8,9.9,11.7
California,Elk Grove,8.8,8.4,9.2
Florida,St. Petersburg,7.2,6.9,7.6
California,Irvine,7.0,6.7,7.4
Arizona,Phoenix,11.0,10.0,11.9
Texas,El Paso,8.5,7.9,9.1
North Carolin,Concord,7.3,6.9,7.6
North Carolin,Raleigh,7.5,7.0,8.2
Colorado,Denver,8.4,7.8,9.1
Ohio,Canton,9.9,9.2,10.9
Virginia,Virginia Beach,8.3,7.8,8.9
California,Los Angeles,9.9,9.0,10.9
New York,New York,10.0,9.4,10.7
Maryland,Baltimore,14.1,13.0,15.4
New Mexico,Santa Fe,9.1,8.6,9.6
New York,Yonkers,10.0,9.5,10.5
Virginia,Lynchburg,9.3,8.8,9.8
California,Long Beach,7.7,7.3,8.2
Illinois,Chicago,11.2,10.4,12.1
North Carolin,Fayetteville,9.7,9.2,10.2
Michigan,Westland,9.8,9.3,10.6
Virginia,Richmond,11.7,10.9,12.7
